f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,label
2.295202,1.910497,1.128783,1.342172,1.382091,1.879668,2.700894,2.293875,1.106620,1.332734,B
2.286702,1.816907,1.708039,1.178379,1.606850,2.107664,2.396824,2.339457,1.457525,1.021700,B
2.533351,1.894456,1.383769,1.452875,1.515001,2.376520,2.252775,1.930314,1.934204,1.302573,B
2.357173,1.517821,1.824607,1.186102,1.495256,2.434235,2.857383,1.929367,1.627249,0.533984,B
2.478108,1.539885,1.330742,1.305355,1.989806,1.723428,2.090732,1.975643,1.414291,1.430591,B
2.358703,2.250048,1.067833,1.062532,2.020898,2.300091,2.109182,1.963292,1.661515,1.189523,B
2.305237,1.963312,1.492535,1.455320,1.585084,1.863612,2.267495,2.017839,1.223985,1.308075,B
2.209148,1.668068,1.152631,1.350541,1.244747,2.152094,2.405147,1.649648,1.306198,1.252159,B
2.180862,1.674420,1.052035,1.364686,2.300380,2.763454,2.633632,1.963484,1.053397,1.203870,B
2.415912,1.776587,1.245154,1.356894,1.758564,2.384432,2.137485,1.821226,1.711704,1.205665,B
1.942665,1.479717,1.403475,1.159013,1.591083,2.212490,2.082260,1.924768,1.370169,1.352188,B
1.962380,1.818655,1.393786,1.715171,1.657881,2.106034,2.167348,1.749611,0.878687,1.120902,B
2.286570,1.830910,1.082086,1.559341,1.977415,2.801036,2.479690,1.454661,1.178411,1.437400,B
2.021884,1.491141,1.391424,1.180935,1.575238,2.673505,2.425822,1.721016,1.264069,1.480259,B
2.179000,1.569371,1.458456,1.897871,2.021916,2.471590,2.402184,1.900354,1.423626,1.102008,B
2.168737,1.606378,0.974264,1.461430,1.865628,2.320275,2.257791,1.667089,0.983396,1.080709,B
2.421153,1.242162,1.204623,1.159573,2.334424,2.460374,2.306523,1.560400,1.122579,1.148875,B
2.030957,1.357998,1.406980,1.331749,2.211901,2.264214,1.585302,1.297577,1.417455,1.606269,B
1.592507,1.212978,1.435306,1.630368,2.096941,2.413874,2.222706,1.436900,1.243160,1.390170,B
1.713128,1.632480,1.314078,1.697308,1.759867,2.176226,2.493573,1.594976,1.117573,1.523345,B
2.202293,1.262007,1.305420,1.492948,1.803556,2.222815,1.990010,1.986647,1.465398,1.621350,B
1.659954,1.194813,1.226192,2.076625,2.352905,2.432046,1.790350,1.596176,1.220268,2.197037,B
1.646103,1.294934,1.452389,1.669515,2.238038,2.114610,1.415292,1.676635,1.228770,1.742000,B
1.309833,1.136037,1.711785,1.831703,2.475462,2.209277,1.501186,1.430340,1.184318,1.632699,B
1.355713,0.864801,1.537787,2.162033,2.449047,2.187679,1.489470,1.831353,0.806226,1.446106,B
1.558588,0.957412,1.555206,1.565192,2.213478,2.099506,1.623481,1.813292,1.171838,1.741684,B
1.497995,0.718562,1.442136,2.110563,2.191279,2.233270,1.514400,1.254245,1.195753,2.000481,B
2.121058,1.247547,1.394270,2.400366,2.148833,1.961352,1.496640,1.177959,1.609404,1.818722,B
1.876550,1.579596,1.501014,2.265742,2.367485,1.791527,1.513863,1.467801,1.307095,1.693350,B
1.100822,1.660285,1.547191,1.926614,2.045438,1.948686,1.766594,1.413654,0.999673,2.274596,B
1.648169,1.663083,1.329786,2.257707,2.334029,2.059528,1.342116,1.695512,1.630522,2.005198,B
1.586063,1.237612,1.736433,2.015907,2.493093,2.409080,1.765292,1.313650,1.574211,1.565614,B
1.228412,1.247886,1.730252,2.277943,2.242923,1.475940,2.185247,1.289568,1.673274,1.657067,B
1.310928,1.345569,1.311919,2.143786,2.482865,2.169778,1.604550,1.801942,1.257711,2.026271,B
1.323868,2.119796,1.733219,2.406795,2.413001,2.074968,1.660278,1.371234,1.447549,1.777548,B
1.615382,1.401774,1.740748,2.412384,2.355328,1.768386,1.339144,1.541005,1.617066,1.943595,B
1.487063,0.849153,1.933586,2.220920,2.589251,1.442021,1.547267,1.474258,1.642394,2.073399,B
1.694824,1.689813,2.047108,2.226345,2.351018,2.069638,1.456700,1.980638,1.736282,1.639406,B
1.215362,1.033396,1.756861,1.987120,1.804948,1.736963,1.302782,1.810115,1.690932,2.196305,B
1.460347,1.026068,1.785988,2.147937,2.605298,1.566099,1.315984,2.065363,1.698521,2.216893,B
1.583741,1.599100,2.413208,1.917816,2.368013,1.353501,1.714319,1.206347,1.465743,1.561724,B
1.026550,1.454504,2.046241,1.516671,2.456959,1.563868,1.358009,1.604227,1.490522,2.035011,B
1.252295,1.765896,1.828856,2.147773,2.247839,1.494319,1.834961,1.761460,1.646846,2.792616,B
1.705755,1.578901,1.891187,2.108134,1.695880,1.700969,1.244687,1.617355,1.628236,2.189658,B
1.391235,1.416786,1.928804,2.399742,2.251351,1.482528,1.070959,0.989688,1.831135,2.198459,B
1.619092,1.328438,1.955819,2.244707,2.061242,1.430464,1.723500,1.483502,1.968829,2.164754,B
1.356697,1.681187,1.643230,2.279481,2.007188,1.799579,1.389176,1.845528,1.755268,1.733584,B
1.648307,2.136662,1.943899,2.540009,1.898408,1.727695,1.220404,1.302157,1.675106,1.736100,B
1.615967,1.758813,2.168966,2.139313,1.929430,1.716014,1.514556,1.782856,2.012809,1.858508,B
1.605693,1.783056,2.258834,2.174768,1.803924,2.006819,0.994409,1.647301,2.110900,2.182314,B
1.476127,2.220059,1.742213,1.767177,1.090026,1.096030,1.208513,1.805908,2.228214,2.177353,B
1.068006,1.998332,1.894971,1.961132,2.055888,1.317345,1.517377,1.848076,2.431365,2.077424,B
1.492864,1.071037,2.400098,1.988162,1.613082,1.275378,1.704283,1.733619,1.549695,1.973373,B
1.598077,1.537639,1.751461,2.220701,2.258433,1.278750,1.489641,1.449882,2.507280,2.093358,B
1.757784,1.968061,1.661924,2.019273,1.739464,1.708059,1.556052,1.572756,1.886994,2.072091,B
1.636656,1.844449,1.964423,1.257125,1.521262,1.371784,1.478873,2.108567,1.958867,2.302446,B
1.865234,2.104606,1.584132,1.681303,1.860707,1.678680,2.158824,1.559015,1.727785,1.975768,B
1.526155,1.930014,1.842588,1.658750,1.963635,1.559466,1.437387,1.879016,2.343538,1.595405,B
1.587696,1.975434,1.662917,2.330277,1.543179,1.306082,1.272402,1.807086,1.922558,1.841434,B
1.737213,1.848505,1.614569,1.674242,1.752376,1.731985,2.154045,2.034644,2.323796,1.425638,B
1.849432,2.350111,2.271298,1.639513,1.766861,1.526556,1.673491,1.710949,2.173758,1.542780,B
1.891700,2.058980,2.051280,1.424553,1.729330,1.974828,2.140085,2.117017,2.042963,2.226008,B
1.682074,2.222017,1.698591,2.177155,1.727201,1.577981,2.027364,2.222139,1.898061,1.920041,B
2.063104,1.724178,1.813005,1.891587,1.658918,1.913015,1.716256,2.031924,1.919062,1.795769,B
1.797210,1.999474,1.979273,1.278982,1.736523,1.635308,1.889279,1.956897,1.896112,1.633983,B
2.080393,2.308717,2.027739,1.472006,1.797212,2.121146,2.399584,2.035201,1.163063,1.371898,B
2.249315,2.189782,1.344295,1.449292,1.393808,2.237780,1.779255,1.817966,1.875834,1.211490,B
2.438824,2.419901,1.989311,1.551443,1.513601,1.713992,1.997996,1.828210,1.907291,1.601780,B
2.050711,1.739276,1.738649,1.716798,1.414247,1.821006,1.837747,2.095269,1.698424,1.815016,B
1.704707,1.784230,1.460191,1.557624,1.502269,2.103654,1.988411,1.548464,1.733068,2.005601,B
1.697215,2.142151,1.971055,1.471349,1.707692,1.704248,2.118253,2.102221,1.839574,1.191584,B
2.074696,1.971769,1.314934,1.391128,2.005512,1.674044,2.304932,2.188117,1.608733,1.264979,B
1.913378,1.438572,1.191283,1.282033,1.433356,1.640353,2.393905,2.227828,1.519454,1.469257,B
2.067439,1.607791,2.224756,1.095580,1.686107,2.073310,2.212296,1.936999,1.848887,0.998078,B
2.052333,2.155203,1.091781,1.520976,2.147695,1.914946,2.163060,2.143010,1.287999,1.601281,B
1.813840,1.558529,1.484944,0.932230,1.675706,1.860878,1.671763,1.424736,1.767645,1.239130,B
2.436613,1.725025,1.738564,1.471222,1.989136,2.448944,2.436463,1.724480,1.564441,1.608485,B
1.598582,1.367069,1.270487,1.468022,2.255988,2.265758,2.252492,1.832206,1.560410,1.289344,B
2.034377,1.884508,1.600961,1.457806,1.586407,1.911178,2.318660,1.878784,1.391430,1.634377,B
1.934727,1.666132,1.181392,1.712982,1.701229,2.668341,2.078257,1.828188,1.403290,1.667663,B
2.364670,1.894897,1.657060,1.746568,2.176955,2.509962,2.134206,1.415155,1.631964,1.675975,B
2.455101,1.927753,1.029810,1.154780,1.689721,1.856048,2.176638,1.747088,1.555527,1.202804,B
1.845477,1.431317,1.413834,1.281883,1.444509,1.999579,1.777670,1.570389,1.656156,1.224709,B
1.854079,1.646332,1.147175,2.039617,1.886063,2.110048,2.228856,1.561022,1.010914,1.358213,B
2.328932,1.576846,1.399626,1.687289,1.902496,1.970566,2.081615,1.556364,1.168894,1.337603,B
1.978588,1.071213,1.710884,1.806565,1.446711,2.158795,1.738559,1.392043,1.357367,1.640127,B
1.853117,1.209596,1.658775,1.914307,1.852564,2.427702,1.808665,1.808890,1.685205,1.827711,B
1.670546,1.145939,1.557305,2.038560,1.829727,2.191905,1.945751,1.328335,1.274023,1.581187,B
2.144769,1.597799,1.244223,2.363283,1.899810,2.286953,1.967558,1.205900,1.083154,1.741689,B
1.823405,1.061883,1.641659,2.009800,1.885692,2.222617,1.398869,1.753192,1.804783,1.536543,B
2.011940,1.556868,1.769207,1.804489,1.912166,2.221870,1.606898,1.495343,0.868005,1.540880,B
2.044924,1.015239,1.621008,2.182955,1.976899,2.370507,1.988779,1.413082,1.284538,2.042484,B
1.338347,1.481616,1.391215,1.554501,2.193920,1.599217,1.914342,1.335738,1.274676,1.400608,B
1.855161,1.148931,1.368798,1.738444,2.548818,1.957225,1.707401,1.403657,1.441482,1.748818,B
1.706533,1.236514,1.256452,1.856087,2.155204,2.297504,1.831721,1.097627,1.839704,2.077699,B
1.355518,0.777358,1.163023,1.440400,2.796116,2.124482,1.503230,1.622479,1.431876,2.005775,B
2.076499,1.500595,1.606019,2.101793,2.401991,2.270985,1.744198,1.128107,0.940093,1.423648,B
1.168165,0.953306,1.414827,1.785494,2.348067,1.559224,1.144462,1.096237,1.119305,2.075507,B
1.686999,1.653074,1.318887,2.032516,2.639080,2.129350,1.406772,0.880890,1.166469,2.063188,B
1.136492,1.670273,1.929133,1.891485,2.192870,1.862295,1.415964,1.260577,1.771216,1.865093,B
1.337963,1.418041,1.867239,2.224511,2.298583,2.353017,1.990316,1.127086,1.502605,1.779551,B
1.194396,1.386132,1.554258,2.271191,2.203305,2.121334,1.565958,0.716759,1.054431,1.925709,B
1.537117,1.385041,1.518357,1.987134,2.056830,1.934784,1.596519,1.129532,1.597879,2.119197,B
1.210093,1.186381,1.591867,2.088411,2.275904,1.941833,1.743437,1.472384,1.300123,2.770322,B
1.422078,1.180647,2.105474,2.210618,2.336805,2.050264,1.309312,1.193656,1.892496,2.342547,B
1.432778,1.296928,1.584936,2.442966,2.001291,1.719644,1.570360,0.911898,1.906061,2.032330,B
1.280233,0.981669,1.633171,2.045501,1.979289,1.900155,1.383453,1.267676,1.775595,2.271899,B
1.291251,1.562136,1.838579,2.381881,2.769611,1.937750,1.408154,1.188386,1.817719,2.103555,B
1.492008,1.318170,2.030832,2.772372,2.339081,1.764357,0.950310,1.446759,1.456195,2.505267,B
1.061945,1.485529,1.870044,2.007314,2.142766,1.437495,1.299543,1.286679,1.789253,2.572984,B
1.264265,1.179348,1.953951,2.528841,1.999217,1.809798,1.066014,1.195439,2.067826,1.826303,B
1.358794,1.336816,2.251175,2.748228,2.136676,2.064176,0.996064,0.891346,1.778192,2.316525,B
1.072524,1.782845,1.742117,2.748233,2.162191,1.477749,0.985958,1.445806,1.557891,2.320769,B
1.062472,1.809773,2.357990,2.797439,1.863116,1.977169,0.792547,1.421038,1.939795,2.582920,B
1.402212,1.575178,1.770999,2.102874,1.568889,1.476549,1.046621,1.138362,1.920513,2.763655,B
1.647605,1.573573,2.527776,2.508208,1.908968,0.917705,1.172313,1.186524,2.057353,2.021977,B
0.927574,1.317492,2.083621,1.891810,1.929760,1.269522,1.154164,1.334463,2.013958,2.423364,B
1.274776,1.419411,2.272802,2.269053,1.796271,1.806099,1.571721,1.232114,2.275863,2.604077,B
1.401105,1.740525,2.167132,2.659862,2.141615,1.293975,1.047533,1.977795,2.320155,2.639293,B
1.363980,1.821103,2.136130,2.379498,1.321067,1.087423,1.334028,1.353500,2.398118,2.345039,B
1.511785,1.731808,2.399404,2.542047,2.187220,1.650286,0.984893,1.282263,2.341120,2.569245,B
1.425230,2.054837,2.530734,2.691789,1.795367,1.156298,1.234338,1.501612,1.844916,2.331008,B
1.102846,1.554110,2.021118,2.525218,1.845723,1.079475,1.283376,1.324446,2.519667,2.514593,B
1.622185,2.348043,2.424298,1.971107,1.784012,1.491554,1.739345,1.662409,2.226263,2.385918,B
1.735494,1.344837,2.233225,2.500644,1.455501,0.830187,1.423002,1.978081,2.390139,1.978945,B
1.775918,1.870263,1.487791,1.918298,1.613972,1.206876,1.284311,1.622533,2.075543,2.382775,B
1.636189,1.968842,2.528854,2.172411,1.986629,1.007953,1.286280,1.942096,2.377082,2.317784,B
-0.084850,0.473160,0.902911,-0.168549,-0.034460,-0.385314,-0.672282,0.203020,0.736565,0.406926,A
-0.460466,0.351460,1.001411,0.281124,0.013518,-0.554592,-0.267982,0.034009,0.588682,0.821755,A
-0.608572,0.311260,0.620842,0.398525,-0.361145,-0.717419,-0.468623,-0.059127,0.800544,0.698113,A
-0.196293,0.351298,0.194005,-0.396131,-0.293296,-1.195051,-0.014599,0.483596,0.334932,0.505493,A
0.062821,0.364060,0.421589,0.444487,-0.424523,-0.192634,-0.391847,0.459867,0.413523,0.314935,A
0.243533,0.323644,0.748399,-0.183110,-0.190643,-0.735122,-0.414426,-0.278416,0.376021,0.151823,A
1.601308,2.433509,2.479887,1.982153,1.916577,1.477386,1.650800,1.915271,2.046996,2.150284,B
1.613247,2.630279,2.164788,1.989578,1.433669,1.518278,1.239227,2.062469,2.482856,2.071784,B
1.737848,2.314671,2.057281,1.723528,1.332986,1.376373,1.670770,2.144505,2.835992,2.076228,B
2.021528,2.311836,1.861772,1.904988,1.526477,1.103219,1.747517,2.195315,2.224534,1.665716,B
1.899757,2.312234,2.671833,1.772290,1.387478,1.645541,1.667694,1.849502,2.446650,1.804660,B
1.687082,2.103531,2.198817,1.436704,1.652127,1.337598,1.267959,2.132387,2.623504,2.057796,B
2.246386,2.204703,1.923216,1.627546,1.682947,1.309708,1.723638,2.458391,2.644711,2.122803,B
1.967826,2.214157,2.411010,1.352676,1.597835,1.572921,1.842071,2.380494,2.429856,2.188678,B
2.263154,2.413209,2.172785,1.411203,1.855451,1.645561,2.217878,2.528140,2.547650,1.896079,B
2.121369,2.397215,2.226272,2.018193,1.433198,1.420280,2.164892,2.190687,2.514229,1.950439,B
2.229486,2.362878,1.775643,1.876597,1.364851,1.097865,1.753071,2.245409,1.897647,1.874970,B
1.808502,2.469359,1.892935,1.784606,1.451589,1.338466,2.054560,1.644878,2.202755,1.834903,B
2.035993,2.026059,1.947877,1.471932,1.575758,1.718309,1.679288,1.848986,1.998953,1.654937,B
1.718330,2.261260,2.049046,1.611902,1.291171,1.773130,2.490861,2.634431,2.081854,1.766349,B
2.135280,1.938319,1.773303,1.643956,1.348687,1.157559,2.131422,2.135176,1.784581,1.547180,B
2.378504,2.150258,1.659212,1.312015,1.348875,1.348090,2.183890,2.100514,1.925630,1.577565,B
2.077642,2.342501,1.154238,1.456674,1.166619,1.036490,1.816775,2.422120,1.871740,1.910520,B
1.910091,1.947325,2.143841,1.341370,1.473000,1.955393,1.896295,1.821380,2.091713,1.574029,B
2.290223,2.263785,1.642450,1.586730,1.524116,1.582639,2.142715,2.324510,1.778149,1.548094,B
1.975249,2.369750,1.500112,1.963140,1.702111,2.084787,1.883175,2.538919,1.840888,1.820486,B
2.090599,2.170035,2.041987,1.313807,1.340713,1.569879,2.633990,2.288379,1.650237,1.358264,B
2.347620,2.009715,1.262852,1.736256,1.490793,1.692854,1.951011,2.093368,1.816388,2.086756,B
2.096305,1.596928,1.851836,1.826301,1.492352,1.594702,2.071522,2.049538,1.974732,1.101461,B
2.036649,1.867797,1.621806,1.407492,1.833468,1.725767,2.114621,2.133819,2.269503,1.217843,B
1.904879,1.546529,1.608537,1.500221,1.437050,1.949813,1.824620,2.211576,1.715289,1.609606,B
2.249944,2.337691,1.921874,1.904148,1.295322,1.236785,1.987781,2.178104,1.123675,1.703145,B
1.904718,2.246298,1.541348,1.683097,1.486980,1.806578,1.868856,2.165026,1.555937,1.193097,B
2.501693,1.634389,1.666831,1.826998,1.894272,2.028913,2.014910,1.695405,1.941584,1.197188,B
1.643857,1.739694,1.445367,1.435875,1.353059,1.902512,2.106770,1.494942,1.683140,1.881385,B
1.793604,1.731085,1.687928,1.239618,1.586574,1.874530,2.001527,1.423478,1.832498,1.611040,B
2.399838,1.549580,1.602921,2.029756,1.825935,2.300356,1.872961,2.152731,1.961597,2.110843,B
2.509073,1.347753,1.528448,1.843323,1.853322,1.931047,1.582417,1.620664,1.454404,1.831890,B
2.033912,1.350157,1.502737,2.215413,1.758119,1.989609,2.248299,1.818118,1.512148,1.262080,B
1.336416,1.433059,2.068756,1.911984,1.814060,2.035021,1.959625,1.822024,1.732203,1.797591,B
2.128775,1.555930,1.618204,2.275219,2.046023,2.039677,1.778577,1.688031,1.284247,1.866599,B
1.524766,1.634581,1.179391,1.915586,2.556135,2.014661,2.040211,2.013311,1.324529,1.418495,B
1.669609,2.194956,1.427449,1.849062,1.664901,1.780005,1.403139,1.507220,1.680834,1.841945,B
1.830183,1.658337,1.209484,1.421011,1.597103,1.930842,1.890745,1.680775,1.658402,1.583868,B
1.963768,1.256451,1.423390,1.796102,2.212507,1.972592,1.514533,1.889653,2.132317,2.070844,B
2.072876,1.730529,1.635557,1.912096,1.978240,2.464216,2.028781,1.774925,1.811696,1.715334,B
2.043906,1.797336,1.787916,2.085573,2.388022,2.123910,1.829642,1.370834,1.595719,2.146077,B
1.362839,1.967543,1.845941,1.687984,1.875583,1.832530,1.750395,1.466927,1.623779,2.203924,B
2.025902,1.361379,1.901336,2.128173,2.046635,1.904706,1.516147,1.632984,1.313914,1.996872,B
1.307306,1.871528,2.027497,1.844553,2.291129,1.802622,1.694854,1.766172,1.753455,1.988346,B
1.397310,1.122218,1.853920,1.870205,1.422272,2.368593,1.670237,0.992448,1.793460,1.753651,B
2.072662,1.068420,1.812515,1.446532,2.063311,1.854088,1.285776,0.846263,1.477755,1.703547,B
1.486187,1.574484,1.749392,2.037898,1.931591,1.957859,1.064784,1.598353,1.929003,2.052732,B
1.557291,1.633820,1.775245,1.944434,1.656715,2.048627,1.319781,1.427379,1.726400,1.754931,B
1.613341,1.772982,1.889915,2.176404,2.006074,1.120364,1.675316,1.348138,1.713409,1.994546,B
1.512208,1.922847,1.977885,2.033238,1.910982,1.559622,1.373897,1.229910,2.084945,2.329243,B
1.419745,1.396241,1.887743,2.349284,2.399760,2.042117,1.809379,1.857738,1.767815,2.201773,B
1.805190,1.503236,1.580427,1.558930,1.813565,1.487422,1.579895,1.732629,1.811351,2.225427,B
1.619256,1.656817,2.705420,2.600193,1.901378,1.914574,1.534774,2.269426,2.005656,1.796121,B
1.581055,1.534468,2.214099,1.860822,2.070349,1.330699,1.928638,1.788917,1.798972,2.467397,B
1.252577,1.599559,2.307056,2.129613,1.542441,1.302860,1.238586,1.281673,1.835209,2.320623,B
1.523745,1.847053,2.097863,1.989446,1.902870,1.506303,1.400417,1.494404,2.190827,1.625233,B
1.408145,1.826177,2.153148,1.904543,1.605519,1.311646,1.348972,1.496736,2.390708,2.223739,B
1.769093,1.937074,2.382412,2.018632,2.284274,1.406150,1.437226,1.664816,2.097666,2.155912,B
1.576696,1.785541,2.421421,2.300650,1.877166,1.173585,0.858330,2.074373,2.104459,1.865223,B
1.532078,2.470282,2.729070,2.168389,1.499287,0.784392,1.615479,2.034751,2.750218,1.929077,B
1.856127,2.280693,1.863582,1.883201,1.694671,0.911902,1.739291,2.016656,2.455626,2.087268,B
1.434468,1.466767,2.415404,2.100436,1.158091,1.669708,1.540053,1.753742,2.252835,2.032756,B
1.678656,1.696413,2.464500,2.311830,1.598020,1.502788,1.227890,2.152262,1.730079,2.165925,B
1.664375,2.088376,2.562540,2.052141,1.155583,1.604810,1.423728,1.846711,2.289337,1.939097,B
1.925916,1.954664,2.563532,1.773326,1.461383,1.046373,1.878935,2.085241,2.362415,2.627251,B
1.780484,2.051203,2.154629,1.788877,1.682724,1.281981,1.094463,1.847480,2.395325,2.041234,B
1.758554,2.328424,1.891309,1.837009,1.598986,1.824152,1.774326,2.156996,2.070830,2.120784,B
1.736592,1.833100,2.403637,1.894896,1.574802,1.509919,1.530365,1.832356,2.160107,1.749140,B
2.067603,2.298043,2.090444,1.680589,1.703733,1.022058,1.689485,2.224915,2.238802,2.256603,B
1.466704,1.980108,2.020140,2.096843,1.188573,1.491873,1.653140,2.072991,2.355024,2.307971,B
2.122271,1.884985,2.294922,1.776003,1.292729,1.514094,1.458983,2.230280,2.444252,2.181842,B
2.217385,2.010655,2.423785,1.637493,1.368884,1.589577,1.849389,2.054819,2.192638,2.229519,B
2.098425,1.712613,2.842634,2.162263,1.095527,1.363721,1.558666,2.190525,2.099770,2.244851,B
-0.004205,0.485444,0.020892,0.273380,-0.482077,-0.075747,0.465127,0.594858,0.579686,0.257317,A
0.108724,0.574363,0.347965,-0.685185,-0.580363,-0.428764,0.321190,0.361269,0.328836,-0.061304,A
0.122319,0.560741,0.529967,-0.023053,-0.555452,-0.557412,-0.039221,0.297237,0.555561,0.241973,A
0.673181,0.420195,0.689940,-0.038254,-0.300640,-0.297048,0.072634,0.884891,0.565026,-0.164671,A
0.050724,0.369467,0.368441,-0.338340,-1.015028,-0.417550,0.487719,0.545814,0.780423,-0.147333,A
0.009618,0.529049,0.494480,-0.087352,-0.633682,-0.376643,0.215714,0.525231,0.125372,-0.125721,A
0.759484,0.619641,0.164172,-0.554671,-0.396425,-0.107542,0.072681,0.431681,-0.013754,-0.367505,A
0.419420,0.507945,0.066383,-0.104038,-0.745359,-0.058613,-0.215751,0.683713,0.457374,0.048379,A
0.662287,0.451753,0.481486,-0.651643,-0.476096,-0.329295,0.494627,0.303810,0.170921,-0.555672,A
0.906954,0.764071,0.367774,-0.306745,-0.987825,0.030706,0.494653,0.486102,0.891202,-0.269002,A
2.162530,2.183829,1.809228,1.353205,1.285656,1.772583,1.962899,2.415116,2.123288,1.609366,B
2.270157,2.815618,1.879191,1.035215,1.267445,1.862385,1.713624,3.065210,2.148692,1.597634,B
2.318001,2.227291,1.905729,1.879138,1.231860,1.223104,2.413072,2.323800,1.916508,1.349627,B
2.184381,2.117653,1.586300,1.183328,1.248284,2.053297,2.422844,2.923686,2.361099,1.587556,B
1.803966,1.999291,1.681433,1.037710,1.633234,1.618791,2.236206,3.179735,2.389944,1.720064,B
2.768751,2.254840,1.751122,1.444341,1.165707,1.720573,2.449111,2.115245,2.422433,1.170477,B
2.636508,2.591212,1.708259,0.548149,1.339358,2.010904,2.371785,2.815569,1.685579,0.847486,B
2.553155,2.342474,1.682590,1.077194,1.669629,1.930677,2.418253,2.368357,1.579019,1.515632,B
2.251065,2.093788,1.253460,1.293595,1.678813,2.296632,2.964474,2.434589,2.011473,1.448579,B
2.407375,2.235908,1.476199,0.914903,1.043265,2.074279,2.145580,2.318982,1.389138,1.640561,B
2.253867,2.585497,1.710850,1.303722,1.260281,2.295861,2.588254,2.241712,1.640051,1.499575,B
2.860389,2.148301,1.286048,1.583643,1.394546,1.935854,2.447949,2.048878,1.227728,1.173154,B
2.298556,2.301840,1.808179,1.731792,1.218400,2.192560,2.121096,2.634627,2.045480,1.892628,B
2.842748,1.678034,1.163210,1.500757,1.106712,1.798350,2.271879,2.227200,1.762859,1.233020,B
2.557372,1.857543,1.590411,1.233265,1.338272,2.290215,2.423387,1.868552,1.376172,0.983048,B
2.090878,1.549994,1.008219,1.403155,1.624018,1.770429,2.685963,1.533316,1.213288,1.057926,B
2.626589,1.839864,1.152976,1.086506,1.690191,2.306251,2.145342,1.823049,1.494652,0.908208,B
2.571103,1.679289,1.259842,1.078434,1.826929,2.444352,2.753551,2.350871,1.558932,1.115984,B
2.318468,1.526883,1.318849,1.305144,1.408600,2.189494,2.104193,1.838314,1.325179,0.941341,B
2.101646,2.211006,1.244877,1.944183,2.043981,2.587930,2.574056,1.853301,1.206121,1.446060,B
2.339990,1.696309,1.430367,1.543551,1.738737,2.185096,2.597461,2.046546,1.426660,1.174077,B
2.153343,1.673031,1.018719,1.160084,1.710829,2.199153,2.181401,1.634861,1.115609,1.528758,B
2.353539,1.450785,1.013938,1.239457,1.989281,2.171325,2.471206,1.406157,1.745738,1.126421,B
1.743417,1.749746,1.596980,1.245979,1.342079,2.386211,2.238928,2.226311,1.700788,0.866351,B
2.653318,1.847348,1.966020,1.394808,2.179477,1.828095,2.569022,1.510799,1.358351,1.442006,B
2.555491,1.913554,1.041139,1.474530,2.362107,2.290916,2.647034,1.498431,1.235223,1.415876,B
2.034909,1.600643,1.184758,1.452613,2.319403,2.537477,2.438460,1.821807,1.400808,1.723427,B
2.303040,1.718819,1.626094,1.372555,1.966452,2.602149,2.370271,1.564264,1.272636,1.220330,B
2.437483,1.356756,1.084615,1.488863,2.180061,2.256087,2.088865,1.895312,1.155231,0.936925,B
1.723457,1.501981,1.290517,1.429412,1.725532,2.245747,2.501112,1.798653,1.162392,1.415988,B
